"group_id"	"type"	"items_in_group"	"lo_value"	"p"	"FDR"	"goodsgrna"	"rank"	"log2FoldChange"
"IKZF1"	"x"	6	0.68777	0.68682	0.999967	0	1078	0.01082
"ALKBH3"	"x"	6	0.68888	0.6879	0.999967	0	1079	-0.002
"nc_chr11_8"	"n"	1	0.68956	0.69026	0.999967	0	1080	0.0682
"RHOA"	"x"	6	0.69025	0.68926	0.999967	0	1081	0.00225
"RNASEH2C"	"x"	5	0.69026	0.68999	0.999967	0	1082	0.00487
"MAPK11"	"x"	6	0.69079	0.68971	0.999967	0	1083	0.03415
"WNT6"	"x"	6	0.69243	0.69132	0.999967	0	1084	0.1177
"nc_chrX_6"	"n"	1	0.69283	0.69353	0.999967	0	1085	0.0604
"SATB1"	"x"	6	0.69325	0.69221	0.999967	0	1086	0.05845
"CTCF"	"x"	6	0.69352	0.69251	0.999967	0	1087	0.07145
"GNG3"	"x"	6	0.69379	0.69281	0.999967	0	1088	-0.07345
"ACVR2A"	"x"	6	0.69623	0.69527	0.999967	0	1089	-0.0468
"KLK3"	"x"	6	0.69649	0.6955	0.999967	0	1090	-0.08465
"nc_chrX_5"	"n"	1	0.69684	0.69738	0.999967	0	1091	0.079
"INSR"	"x"	6	0.69703	0.69618	0.999967	0	1092	0.07123
"IL7R"	"x"	5	0.69778	0.69784	0.999967	0	1093	0.00655
"RIC1"	"x"	6	0.69918	0.69854	0.999967	0	1094	-0.02885
"PIK3CB"	"x"	6	0.69945	0.6988	0.999967	0	1095	-0.011315
"PRODH"	"x"	6	0.69971	0.69905	0.999967	0	1096	0.04645
"MCM8"	"x"	6	0.70104	0.70047	0.999967	0	1097	0.0875
"PDGFRA"	"x"	6	0.70131	0.70074	0.999967	0	1098	0.09735
"PLK3"	"x"	6	0.70184	0.7012	0.999967	0	1099	0.11365
"PPP1CC"	"x"	6	0.70317	0.70229	0.999967	0	1100	0.11355
"NMNAT1"	"x"	6	0.70396	0.70317	0.999967	0	1101	0.0111
"nc_chr3_10"	"n"	1	0.7046	0.70522	0.999967	0	1102	0.0506
"HUS1"	"x"	6	0.70475	0.70398	0.999967	0	1103	-0.0917
"HOXB8"	"x"	5	0.70539	0.70551	0.999967	0	1104	-0.0199
"RPTOR"	"x"	6	0.70554	0.70467	0.999967	0	1105	0.0923
"HLA-B"	"x"	6	0.70606	0.70526	0.999967	0	1106	-0.00765
"BUD13"	"x"	6	0.70685	0.706	0.999967	0	1107	-0.1385
"POLE4"	"x"	6	0.70815	0.70713	0.999967	0	1108	0.10775
"YWHAG"	"x"	6	0.70841	0.70737	0.999967	0	1109	-0.01655
"MAPK8IP1"	"x"	6	0.70867	0.70759	0.999967	0	1110	-0.09125
"KEAP1"	"x"	6	0.70893	0.70788	0.999967	0	1111	0.02165
"HOXB7"	"x"	5	0.70947	0.7094	0.999967	0	1112	-0.0475
"ARHGAP24"	"x"	6	0.70971	0.70864	0.999967	0	1113	-0.044
"PARG"	"x"	6	0.70997	0.70892	0.999967	0	1114	0.167
"MLH3"	"x"	6	0.71075	0.70965	0.999967	0	1115	-0.0443
"UBE2N"	"x"	6	0.71153	0.71038	0.999967	0	1116	0.0272
"TH"	"x"	6	0.71178	0.71058	0.999967	0	1117	-0.0383
"MGMT"	"x"	6	0.71204	0.71082	0.999967	0	1118	-0.10315
"SMO"	"x"	6	0.71281	0.71155	0.999967	0	1119	-0.05115
"DVL3"	"x"	6	0.71333	0.71207	0.999967	0	1120	-0.02975
"nc_chr18_1"	"n"	1	0.71405	0.71445	0.999967	0	1121	0.0931
"nc_chrX_10"	"n"	1	0.71466	0.71507	0.999967	0	1122	0.101
"nc_chr1_7"	"n"	1	0.71514	0.7156	0.999967	0	1123	0.136
"nc_chr5_2"	"n"	1	0.71733	0.7179	0.999967	0	1124	0.152
"PTPN5"	"x"	6	0.71741	0.7164	0.999967	0	1125	-0.1075
"GATA1"	"x"	6	0.71767	0.71663	0.999967	0	1126	-0.13445
"ROR2"	"x"	6	0.71843	0.71744	0.999967	0	1127	0.07785
"NIPBL"	"x"	6	0.71868	0.71763	0.999967	0	1128	-0.1032
"WNT1"	"x"	6	0.71969	0.71857	0.999967	0	1129	-0.002855
"DAPK1"	"x"	6	0.7212	0.72023	0.999967	0	1130	-0.1185
"REV3L"	"x"	6	0.72145	0.72047	0.999967	0	1131	0.12705
"nc_chr10_2"	"n"	1	0.72181	0.7223	0.999967	0	1132	0.0741
"RPS13"	"p"	6	0.72245	0.72153	0.999967	0	1133	0.02055
"PPP1R12B"	"x"	6	0.7227	0.72175	0.999967	0	1134	0.11665
"TNK2"	"x"	6	0.72295	0.722	0.999967	0	1135	-0.00825
"nc_chr8_2"	"n"	1	0.72315	0.72385	0.999967	0	1136	0.0701
"RPL27"	"p"	6	0.72494	0.72407	0.999967	0	1137	0.19
"SHC3"	"x"	6	0.72692	0.72608	0.999967	0	1138	-0.049
"MEF2A"	"x"	6	0.72717	0.72636	0.999967	0	1139	0.275
"RAB39A"	"x"	6	0.72766	0.72692	0.999967	0	1140	-0.1125
"PTPRR"	"x"	6	0.72791	0.72713	0.999967	0	1141	0.1755
"CDKN2AIP"	"x"	6	0.7284	0.72762	0.999967	0	1142	-0.0239
"NLK"	"x"	6	0.72913	0.72825	0.999967	0	1143	0.0686
"NRAS"	"x"	6	0.72938	0.72851	0.999967	0	1144	-0.05975
"RAD54L"	"x"	6	0.72962	0.72877	0.999967	0	1145	-0.1216
"ARHGEF7"	"x"	6	0.72987	0.72906	0.999967	0	1146	0.125
"PPP2R5C"	"x"	6	0.73133	0.7305	0.999967	0	1147	-0.04875
"GEN1"	"x"	6	0.73182	0.73097	0.999967	0	1148	-0.0185
"nc_chr16_4"	"n"	1	0.73272	0.73322	0.999967	0	1149	0.186
"CAPN3"	"x"	6	0.73327	0.73235	0.999967	0	1150	-0.0677
"nc_chr5_9"	"n"	1	0.73369	0.73417	0.999967	0	1151	0.0761
"MAPT"	"x"	6	0.73375	0.73281	0.999967	0	1152	-0.1017
"FBXO32"	"x"	6	0.73399	0.73308	0.999967	0	1153	0.0495
"TFDP1"	"x"	6	0.7352	0.73428	0.999967	0	1154	0.04445
"SH3BP2"	"x"	6	0.73544	0.73448	0.999967	0	1155	0.2048
"nc_chr9_1"	"n"	1	0.73563	0.73627	0.999967	0	1156	0.0794
"DCLRE1B"	"x"	6	0.73568	0.73471	0.999967	0	1157	0.0313
"PIN1"	"x"	6	0.73592	0.73495	0.999967	0	1158	0.257
"SMUG1"	"x"	6	0.73616	0.73522	0.999967	0	1159	0.03605
"ATF2"	"x"	6	0.7364	0.73549	0.999967	0	1160	0.00255
"WWP1"	"x"	6	0.73664	0.73571	0.999967	0	1161	0.0186
"SOS1"	"x"	6	0.73807	0.7371	0.999967	0	1162	-0.10585
"ARRB2"	"x"	6	0.73926	0.73849	0.999967	0	1163	0.012
"nc_chr11_5"	"n"	1	0.73951	0.74017	0.999967	0	1164	0.17
"nc_chr6_8"	"n"	1	0.73963	0.74027	0.999967	0	1165	0.088
"DYRK1A"	"x"	6	0.73997	0.73927	0.999967	0	1166	0.04715
"SMC5"	"x"	6	0.74139	0.74065	0.999967	0	1167	-0.02655
"PSMB2"	"p"	6	0.74209	0.74131	0.999967	0	1168	0.08575
"RPS6KA3"	"x"	5	0.74237	0.74254	0.999967	0	1169	0.00381
"PPP4R2"	"x"	6	0.74256	0.74178	0.999967	0	1170	0.217
"STAT5A"	"x"	6	0.74303	0.74225	0.999967	0	1171	-0.12225
"CSNK2B"	"x"	6	0.74374	0.74299	0.999967	0	1172	0.03555
"HLA-E"	"x"	6	0.74397	0.74323	0.999967	0	1173	-0.10485
"RPS6KA5"	"x"	6	0.74537	0.74452	0.999967	0	1174	0.000549999999999998
"MSTO1"	"x"	6	0.7456	0.74478	0.999967	0	1175	-0.03805
"SRC"	"x"	6	0.74607	0.7452	0.999967	0	1176	0.0213
"SLX4"	"x"	6	0.74815	0.74746	0.999967	0	1177	-0.1371
"MAU2"	"x"	6	0.74861	0.74801	0.999967	0	1178	-0.0606
"RUNX3"	"x"	6	0.74884	0.7482	0.999967	0	1179	0.004725
"TP53"	"x"	6	0.7493	0.74865	0.999967	0	1180	-0.01905
"STAG1"	"x"	6	0.74953	0.74891	0.999967	0	1181	-0.01725
"nc_chr1_6"	"n"	1	0.7497	0.7501	0.999967	0	1182	0.112
"nc_chr7_10"	"n"	1	0.74982	0.75019	0.999967	0	1183	0.0898
"SH3RF1"	"x"	6	0.75044	0.74987	0.999967	0	1184	0.04875
"PTK7"	"x"	6	0.75181	0.75119	0.999967	0	1185	0.13535
"nc_chr8_8"	"n"	1	0.75188	0.75238	0.999967	0	1186	0.169
"SFPQ"	"x"	6	0.7534	0.75282	0.999967	0	1187	0.18
"STMN1"	"x"	6	0.75363	0.75305	0.999967	0	1188	0.0174
"PTPN3"	"x"	5	0.75384	0.75392	0.999967	0	1189	-0.123
"AGAP2"	"x"	6	0.75386	0.75327	0.999967	0	1190	0.05605
"MSH6"	"x"	6	0.75408	0.75348	0.999967	0	1191	-0.0358
"TNFRSF17"	"x"	6	0.75476	0.75406	0.999967	0	1192	-0.02635
"FOXO1"	"x"	6	0.75611	0.75542	0.999967	0	1193	0.0311
"SEPHS2"	"x"	6	0.75723	0.7565	0.999967	0	1194	-0.0382
"nc_chr15_2"	"n"	1	0.75734	0.75799	0.999967	0	1195	0.0974
"MAP3K14"	"x"	6	0.7579	0.7572	0.999967	0	1196	-0.0536
"FOXA2"	"x"	6	0.75946	0.75868	0.999967	0	1197	-0.04735
"ESPL1"	"x"	6	0.75968	0.75889	0.999967	0	1198	0.02295
"VEGFA"	"x"	6	0.76012	0.7594	0.999967	0	1199	-0.0701
"ETV1"	"x"	6	0.76034	0.7596	0.999967	0	1200	-0.04798
"FERMT2"	"x"	6	0.76056	0.75983	0.999967	0	1201	0.1815
"nc_chr11_3"	"n"	1	0.76061	0.76116	0.999967	0	1202	0.408
"RPA3"	"x"	6	0.76408	0.76357	0.999967	0	1203	0.2435
"PFKFB3"	"x"	6	0.7643	0.76377	0.999967	0	1204	-0.0525
"BTK"	"x"	6	0.76452	0.76394	0.999967	0	1205	-0.00945
"CDX2"	"x"	6	0.7656	0.76498	0.999967	0	1206	0.05535
"POLE2"	"x"	6	0.76625	0.76564	0.999967	0	1207	0.094
"FANCA"	"x"	6	0.7682	0.76751	0.999967	0	1208	0.184
"UBIAD1"	"x"	6	0.76863	0.76792	0.999967	0	1209	0.0117
"HIST1H2BB"	"x"	6	0.7697	0.76895	0.999967	0	1210	0.11092
"CASP7"	"x"	6	0.77077	0.76996	0.999967	0	1211	0.125
"TCF7L2"	"x"	6	0.77141	0.77054	0.999967	0	1212	-0.293
"LCK"	"x"	6	0.77162	0.77074	0.999967	0	1213	0.0137
"FHOD1"	"x"	6	0.77183	0.77089	0.999967	0	1214	-0.0411
"HNRNPA1"	"x"	6	0.77289	0.77184	0.999967	0	1215	-0.00405
"nc_chr9_4"	"n"	1	0.77298	0.77364	0.999967	0	1216	0.0906
"nc_chr18_6"	"n"	1	0.7737	0.77431	0.999967	0	1217	0.128
"ABL2"	"x"	6	0.77437	0.77331	0.999967	0	1218	0.0368
"HGF"	"x"	6	0.77458	0.77355	0.999967	0	1219	0.3735
"MMP2"	"x"	6	0.775	0.77406	0.999967	0	1220	-0.00875
"E2F1"	"x"	6	0.77521	0.77422	0.999967	0	1221	0.046
"DNMT1"	"x"	5	0.77701	0.77747	0.999967	0	1222	0.104
"LIF"	"x"	6	0.77709	0.77616	0.999967	0	1223	0.05145
"NEB"	"x"	6	0.7773	0.77635	0.999967	0	1224	-0.0615
"MAPK9"	"x"	6	0.77792	0.77697	0.999967	0	1225	0.281
"HIST1H1B"	"x"	6	0.77833	0.77746	0.999967	0	1226	-0.0151499235
"POLA1"	"p"	6	0.77896	0.77812	0.999967	0	1227	0.06845
"CCND3"	"x"	6	0.77916	0.77843	0.999967	0	1228	-0.10205
"TBK1"	"x"	6	0.77937	0.77864	0.999967	0	1229	0.044222
"nc_chr16_10"	"n"	1	0.77964	0.78036	0.999967	0	1230	0.655
"EIF2B1"	"x"	6	0.78019	0.77946	0.999967	0	1231	0.27155
"BLNK"	"x"	6	0.78347	0.78273	0.999967	0	1232	-0.02475
"IFNB1"	"x"	6	0.78408	0.78343	0.999967	0	1233	-0.031365
"PPM1D"	"x"	6	0.78529	0.78467	0.999967	0	1234	0.0761
"NUP205"	"p"	6	0.78549	0.78489	0.999967	0	1235	0.0264
"BMP7"	"x"	6	0.78569	0.78507	0.999967	0	1236	0.05155
"MXD1"	"x"	6	0.7861	0.78556	0.999967	0	1237	-0.01014913
"AKT1"	"x"	6	0.7865	0.78598	0.999967	0	1238	-0.07235
"ST3GAL1"	"x"	6	0.7881	0.78769	0.999967	0	1239	0.184
"CDK6"	"x"	6	0.7883	0.78793	0.999967	0	1240	-0.0501
"MAFA"	"x"	5	0.79002	0.79094	0.999967	0	1241	-0.129
"CCNE1"	"x"	5	0.79037	0.7913	0.999967	0	1242	0.131
"NACA"	"x"	6	0.79068	0.79042	0.999967	0	1243	0.0027
"RAD52"	"x"	6	0.79147	0.79118	0.999967	0	1244	0.04925
"RAD9B"	"x"	6	0.79167	0.79133	0.999967	0	1245	-0.06125
"SIRT2"	"x"	6	0.79206	0.79171	0.999967	0	1246	-0.04769
"UHRF1"	"x"	6	0.79285	0.79243	0.999967	0	1247	-0.1305
"GNB1"	"x"	6	0.79363	0.79318	0.999967	0	1248	0.05435
"NPM1"	"x"	6	0.79402	0.79355	0.999967	0	1249	0.2045
"ZMYND8"	"x"	6	0.7946	0.79416	0.999967	0	1250	-0.0951
"MSN"	"x"	6	0.7948	0.79438	0.999967	0	1251	-0.0101
"EXOSC1"	"x"	6	0.79615	0.79577	0.999967	0	1252	-0.0424
"PSMC2"	"p"	6	0.79712	0.79677	0.999967	0	1253	0.4275
"PRKCH"	"x"	6	0.79789	0.79762	0.999967	0	1254	-0.04105
"PDX1"	"x"	6	0.79827	0.798	0.999967	0	1255	0.0763
"MAX"	"x"	6	0.80018	0.8	0.999967	0	1256	-0.0322
"PELP1"	"x"	6	0.80056	0.80032	0.999967	0	1257	0.2555
"nc_chr8_5"	"n"	1	0.8011	0.80187	0.999967	0	1258	0.147
"PRKCZ"	"x"	6	0.80226	0.80193	0.999967	0	1259	-0.07445
"SEM1"	"x"	6	0.80245	0.8021	0.999967	0	1260	0.19
"PAXIP1"	"x"	6	0.80301	0.80267	0.999967	0	1261	0.00815
"PPM1J"	"x"	6	0.80395	0.80352	0.999967	0	1262	0.0469
"TGFB2"	"x"	6	0.80414	0.80369	0.999967	0	1263	-0.016385
"TUBA4A"	"x"	6	0.80489	0.8044	0.999967	0	1264	0.096445
"KSR1"	"x"	6	0.80507	0.80452	0.999967	0	1265	0.1725
"PNKP"	"x"	6	0.80582	0.80525	0.999967	0	1266	-0.03328
"E2F2"	"x"	6	0.806	0.80544	0.999967	0	1267	0.0956
"GTF2H2"	"x"	6	0.80656	0.80611	0.999967	0	1268	0.08515
"DKK3"	"x"	6	0.80711	0.80672	0.999967	0	1269	0.03175
"SREBF1"	"x"	6	0.80822	0.80792	0.999967	0	1270	0.1082
"nc_chr15_9"	"n"	1	0.8085	0.80889	0.999967	0	1271	0.132
"SHH"	"x"	6	0.81005	0.80985	0.999967	0	1272	0.175
"DLC1"	"x"	6	0.81023	0.81004	0.999967	0	1273	-0.03455
"RAD54B"	"x"	6	0.81059	0.8104	0.999967	0	1274	0.0171
"TADA1"	"x"	6	0.81204	0.8118	0.999967	0	1275	0.225
"COMT"	"x"	6	0.8124	0.81215	0.999967	0	1276	0.01845
"HDAC2"	"x"	6	0.81258	0.8123	0.999967	0	1277	-0.104
"KRT6B"	"x"	6	0.81348	0.8134	0.999967	0	1278	0.0592
"PRIM2"	"x"	6	0.81491	0.8149	0.999967	0	1279	0.2735
"AURKB"	"x"	6	0.81527	0.8152	0.999967	0	1280	0.0748
"POLE3"	"x"	6	0.81545	0.8154	0.999967	0	1281	-0.0637
"NUDT3"	"x"	6	0.81616	0.81595	0.999967	0	1282	0.0485
"NFATC1"	"x"	6	0.81669	0.81658	0.999967	0	1283	0.1329
"UBE2T"	"x"	6	0.81757	0.81741	0.999967	0	1284	-0.09065
"CHMP4B"	"x"	6	0.8188	0.81874	0.999967	0	1285	-0.0595
"DKK2"	"x"	6	0.81898	0.8189	0.999967	0	1286	-0.0177
"FHIT"	"x"	6	0.8195	0.81945	0.999967	0	1287	0.020455
"NR2C2AP"	"x"	5	0.81951	0.82062	0.999967	0	1288	0.000551
"COPS2"	"p"	6	0.81968	0.81963	0.999967	0	1289	0.278
"NKX3-1"	"x"	6	0.82055	0.82049	0.999967	0	1290	0.235
"nc_chr3_4"	"n"	1	0.82062	0.82061	0.999967	0	1291	0.394
"NUP98"	"p"	6	0.8209	0.82081	0.999967	0	1292	0.272
"NDC1"	"x"	6	0.82159	0.82157	0.999967	0	1293	0.007355
"POLA2"	"x"	6	0.82194	0.822	0.999967	0	1294	0.211
"GTF2H5"	"x"	6	0.82211	0.82216	0.999967	0	1295	0.0332
"YWHAQ"	"x"	6	0.82245	0.8225	0.999967	0	1296	0.215
"MED1"	"x"	6	0.82297	0.82292	0.999967	0	1297	0.0919
"STAT5B"	"x"	6	0.82451	0.82448	0.999967	0	1298	0.14535
"PPP2R2A"	"x"	6	0.82519	0.82508	0.999967	0	1299	0.1455
"VCP"	"x"	6	0.8257	0.82558	0.999967	0	1300	0.0437
"YWHAZ"	"x"	6	0.82604	0.82589	0.999967	0	1301	0.10955
"nc_chr3_2"	"n"	1	0.8262	0.82633	0.999967	0	1302	0.27
"WWC1"	"x"	6	0.82621	0.8261	0.999967	0	1303	0.0126
"TUBA1C"	"x"	6	0.82655	0.82642	0.999967	0	1304	0.07375
"SLC2A4"	"x"	6	0.82672	0.82656	0.999967	0	1305	0.1277
"CDT1"	"x"	6	0.82705	0.82693	0.999967	0	1306	-0.191
"nc_chr18_3"	"n"	1	0.82923	0.82919	0.999967	0	1307	0.114
"TUBE1"	"x"	6	0.82923	0.82913	0.999967	0	1308	0.1255
"LCMT1"	"x"	6	0.8294	0.82926	0.999967	0	1309	0.1879
"PTPRA"	"x"	6	0.83172	0.8316	0.999967	0	1310	-0.02
"nc_chr21_1"	"n"	1	0.83287	0.83278	0.999967	0	1311	0.0979
"NEIL3"	"x"	6	0.83303	0.83275	0.999967	0	1312	0.028635
"MAD2L1"	"x"	6	0.8332	0.83292	0.999967	0	1313	0.204
"EIF2B5"	"x"	6	0.83418	0.83394	0.999967	0	1314	0.1184
"NTRK1"	"x"	6	0.83466	0.83438	0.999967	0	1315	0.0134
"WRB"	"x"	6	0.83515	0.83488	0.999967	0	1316	0.10165
"MYL12B"	"x"	6	0.83531	0.83508	0.999967	0	1317	0.0461
"RFC2"	"x"	6	0.83564	0.83544	0.999967	0	1318	0.034855
"CCNA2"	"x"	6	0.8358	0.83561	0.999967	0	1319	0.1635
"nc_chr12_6"	"n"	1	0.83614	0.83609	0.999967	0	1320	0.337
"RAD23B"	"x"	6	0.83628	0.83609	0.999967	0	1321	0.08605
"CDKN1A"	"x"	6	0.83676	0.83658	0.999967	0	1322	0.0239
"DR1"	"x"	6	0.8374	0.83724	0.999967	0	1323	0.000699999999999999
"EEA1"	"x"	6	0.83772	0.83759	0.999967	0	1324	-0.05988
"PKN1"	"x"	6	0.839	0.83888	0.999967	0	1325	0.08395
"ZFYVE9"	"x"	6	0.83916	0.83901	0.999967	0	1326	-0.0466
"nc_chr6_4"	"n"	1	0.83917	0.83928	0.999967	0	1327	0.121
"NCOA4"	"x"	6	0.83995	0.83977	0.999967	0	1328	-0.056145
"GFPT1"	"x"	5	0.84008	0.84083	0.999967	0	1329	0.227
"CHEK1"	"x"	6	0.84026	0.8401	0.999967	0	1330	0.1615
"STAP2"	"x"	6	0.84121	0.84093	0.999967	0	1331	0.00665
"KDR"	"x"	6	0.8423	0.84211	0.999967	0	1332	0.11805
"RPL11"	"p"	6	0.84617	0.84589	0.999967	0	1333	0.04985
"nc_chr21_7"	"n"	1	0.84621	0.8464	0.999967	0	1334	0.409
"GPX4"	"x"	6	0.84647	0.8462	0.999967	0	1335	0.15475
"ZYX"	"x"	6	0.84693	0.84678	0.999967	0	1336	0.04685
"nc_chr6_5"	"n"	1	0.84693	0.8472	0.999967	0	1337	0.122
"FBXO5"	"x"	6	0.84799	0.84777	0.999967	0	1338	0.264
"PARD6A"	"x"	6	0.84814	0.84796	0.999967	0	1339	0.205
"ANAPC5"	"x"	6	0.84845	0.84823	0.999967	0	1340	0.09845
"MTOR"	"x"	6	0.8486	0.84834	0.999967	0	1341	0.265
"NAMPT"	"x"	6	0.84905	0.84872	0.999967	0	1342	0.0701
"AGMO"	"x"	6	0.8492	0.84886	0.999967	0	1343	0.048
"GRK2"	"x"	6	0.84965	0.84935	0.999967	0	1344	0.08015
"nc_chr8_3"	"n"	1	0.84972	0.84984	0.999967	0	1345	0.216
"NUP93"	"p"	6	0.84995	0.84965	0.999967	0	1346	0.287
"CCDC88A"	"x"	6	0.8501	0.84982	0.999967	0	1347	-0.047
"DOT1L"	"x"	6	0.8507	0.85035	0.999967	0	1348	-0.0471
"nc_chr2_5"	"n"	1	0.85093	0.85097	0.999967	0	1349	0.12
"RMI1"	"x"	6	0.85129	0.85098	0.999967	0	1350	-0.0369
"BID"	"x"	6	0.85159	0.85121	0.999967	0	1351	0.2505
"POLK"	"x"	6	0.85189	0.85154	0.999967	0	1352	-0.0376
"TAF6L"	"x"	6	0.85203	0.85167	0.999967	0	1353	0.056915
"SRF"	"x"	6	0.85248	0.85208	0.999967	0	1354	0.08216
"nc_chr21_3"	"n"	1	0.85445	0.85434	0.999997	0	1355	0.243
"DPYSL2"	"x"	6	0.85468	0.85441	0.999997	0	1356	-0.05065
"GINS2"	"x"	5	0.8554	0.85609	0.999997	0	1357	0.161
"EIF2B3"	"x"	6	0.85857	0.85836	0.999997	0	1358	0.228
"TRAF6"	"x"	6	0.85871	0.85845	0.999997	0	1359	0.0082125
"SKP2"	"x"	6	0.859	0.85879	0.999997	0	1360	0.08955
"DUSP16"	"x"	6	0.85928	0.85908	0.999997	0	1361	0.0558
"HBA1"	"x"	6	0.86027	0.86002	0.999997	0	1362	0.00765
"SUGT1"	"x"	5	0.86074	0.86138	0.999997	0	1363	0.0627
"CSNK1E"	"x"	6	0.8621	0.86189	0.999997	0	1364	0.0539
"PPP1CA"	"x"	6	0.86349	0.86317	0.999997	0	1365	0.04295
"KIT"	"x"	6	0.86732	0.8669	0.999997	0	1366	0.06505
"TFRC"	"x"	5	0.86737	0.86806	0.999997	0	1367	0.209
"UBE2C"	"x"	6	0.86759	0.86715	0.999997	0	1368	0.182
"TNFRSF1A"	"x"	6	0.86799	0.86761	0.999997	0	1369	-0.050065
"CDH2"	"x"	6	0.86839	0.86805	0.999997	0	1370	0.2645
"PAK3"	"x"	6	0.86853	0.86819	0.999997	0	1371	0.03685
"RNF11"	"x"	6	0.86866	0.86827	0.999997	0	1372	0.0756
"BARD1"	"x"	6	0.86933	0.86903	0.999997	0	1373	0.2
"EIF2AK2"	"x"	6	0.8696	0.86933	0.999997	0	1374	-0.0497
"FAS"	"x"	6	0.87	0.86974	0.999997	0	1375	0.0601
"NELFCD"	"x"	6	0.87039	0.87006	0.999997	0	1376	0.0643
"RFC3"	"x"	6	0.87105	0.87069	0.999997	0	1377	0.1465
"NCKAP1"	"x"	5	0.87106	0.87156	0.999997	0	1378	0.00275
"ERCC8"	"x"	6	0.87158	0.87138	0.999997	0	1379	0.0799
"SPAG9"	"x"	6	0.87198	0.87176	0.999997	0	1380	0.156
"CWF19L2"	"x"	6	0.8725	0.87237	0.999997	0	1381	0.1685
"MAP4K1"	"x"	6	0.87302	0.87289	0.999997	0	1382	0.0306
"RPL34"	"p"	5	0.87386	0.87425	0.999997	0	1383	0.0213
"IL2RB"	"x"	6	0.87419	0.87405	0.999997	0	1384	0.126
"MAPKAPK2"	"x"	6	0.87496	0.87485	0.999997	0	1385	0.2275
"EMC4"	"x"	6	0.87535	0.87522	0.999997	0	1386	0.1715
"nc_chr7_3"	"n"	1	0.87555	0.87562	0.999997	0	1387	0.283
"ITGB3"	"x"	6	0.87624	0.87626	0.999997	0	1388	-0.0506
"MARK3"	"x"	6	0.87739	0.87736	0.999997	0	1389	-0.04455
"MINOS1"	"x"	6	0.87877	0.87869	0.999997	0	1390	0.1825
"EDAR"	"x"	6	0.88101	0.88102	0.999997	0	1391	0.0558
"nc_chr21_10"	"n"	1	0.88137	0.88162	0.999997	0	1392	0.134
"PHB2"	"x"	6	0.8815	0.88145	0.999997	0	1393	0.037005
"TYMS"	"x"	6	0.88236	0.88226	0.999997	0	1394	0.201
"LIG3"	"x"	6	0.8837	0.88353	0.999997	0	1395	0.03245
"BRIP1"	"x"	6	0.88394	0.8838	0.999997	0	1396	0.1765
"GNG2"	"x"	6	0.88419	0.88406	0.999997	0	1397	0.10735
"HSPB1"	"x"	6	0.88551	0.8853	0.999997	0	1398	0.0955
"nc_chr10_10"	"n"	1	0.88597	0.88638	0.999997	0	1399	0.151
"XRCC3"	"x"	6	0.88729	0.88702	0.999997	0	1400	0.3915
"THBD"	"x"	6	0.88905	0.88876	0.999997	0	1401	0.0798
"PIK3AP1"	"x"	6	0.88939	0.88914	0.999997	0	1402	-0.0053
"INTS10"	"x"	6	0.88951	0.88927	0.999997	0	1403	0.3
"nc_chr18_2"	"n"	1	0.88961	0.89005	0.999997	0	1404	0.206
"nc_chr19_10"	"n"	1	0.88973	0.89013	0.999997	0	1405	0.505
"MUS81"	"x"	6	0.89009	0.88991	0.999997	0	1406	-0.0335
"PSTK"	"x"	6	0.89032	0.89018	0.999997	0	1407	0.2485
"SKA3"	"x"	6	0.89135	0.89124	0.999997	0	1408	0.145825
"TIPIN"	"x"	6	0.89396	0.89382	0.999997	0	1409	0.06283
"nc_chr1_2"	"n"	1	0.89482	0.89529	0.999997	0	1410	0.302
"NCL"	"x"	6	0.8953	0.89518	0.999997	0	1411	0.213
"NEDD4"	"x"	6	0.8964	0.89625	0.999997	0	1412	0.07845
"ROCK1"	"x"	6	0.89771	0.89772	0.999997	0	1413	0.034
"DDX21"	"x"	6	0.89847	0.8986	0.999997	0	1414	0.269
"FAM175A"	"x"	6	0.89966	0.89968	0.999997	0	1415	-0.01545
"ESR1"	"x"	5	0.90035	0.90074	0.999997	0	1416	-0.0123
"nc_chr1_9"	"n"	1	0.90052	0.90116	0.999997	0	1417	0.252
"ANKRD2"	"x"	5	0.90102	0.90139	0.999997	0	1418	0.215
"ANKRD49"	"x"	6	0.90115	0.90128	0.999997	0	1419	0.07595
"nc_chr11_7"	"n"	1	0.90234	0.90289	0.999997	0	1420	0.245
"PHF20"	"x"	6	0.90355	0.90391	0.999997	0	1421	0.01685
"nc_chrX_9"	"n"	1	0.90464	0.90509	0.999997	0	1422	0.174
"PSMA3"	"p"	6	0.90479	0.90517	0.999997	0	1423	0.248
"PML"	"x"	6	0.90712	0.90747	0.999997	0	1424	-0.01642
"EPS15"	"x"	6	0.90832	0.90855	0.999997	0	1425	0.0438
"FRAT2"	"x"	6	0.90921	0.90946	0.999997	0	1426	0.0173
"HNF1B"	"x"	6	0.91	0.91026	0.999997	0	1427	0.222
"DIABLO"	"x"	6	0.91039	0.91068	0.999997	0	1428	0.10025
"SMAD2"	"x"	6	0.91058	0.91087	0.999997	0	1429	0.20755
"RAC2"	"x"	6	0.91087	0.91113	0.999997	0	1430	0.0264000755
"nc_chr14_10"	"n"	1	0.91107	0.91142	0.999997	0	1431	0.407
"BAP1"	"x"	6	0.91136	0.9115	0.999997	0	1432	-0.02925
