source_hgnc	interaction_directed_signed	target_hgnc	source_uniprot	target_uniprot	source_hgnc_status	target_hgnc_status
PRKCG	unknown	PA2G4	P05129	Q9UQ80	1	1
TW-37	-1	BCL2	CID:11455910	P10415	0	1
R547	-1	CDK1	CID:6918852	P06493	0	1
R547	-1	CDK2	CID:6918852	P24941	0	1
TW-37	-1	BCL2L1	CID:11455910	Q07817	0	1
PAK2	unknown	RPS6	Q13177	P62753	1	1
PAK2	unknown	RPS6	Q13177	P62753	1	1
ABT-737	-1	BCL2	CID:11228183	P10415	0	1
PAK2	unknown	RPS6	Q13177	P62753	1	1
PRKCA	unknown	CD163	P17252	Q86VB7	1	1
PRKCG	1	GRIN2B	P05129	Q13224	1	1
PRKCB	1	GRIN2B	P05771	Q13224	1	1
PRKCA	1	GRIN2B	P17252	Q13224	1	1
PRKCG	1	GRIN2B	P05129	Q13224	1	1
PRKCB	1	GRIN2B	P05771	Q13224	1	1
PRKCA	1	GRIN2B	P17252	Q13224	1	1
PRKCA	unknown	PLCB1	P17252	Q9NQ66	1	1
ACP1	-1	EPHA2	P24666	P29317	1	1
PAK2	1	SYN1	Q13177	P17600	1	1
PRKCG	unknown	PA2G4	P05129	Q9UQ80	1	1
RPS6KA3	-1	HMGN2	P51812	P05204	1	1
ZIC1	1	GLI1	Q15915	P08151	1	1
PRKCA	unknown	PA2G4	P17252	Q9UQ80	1	1
PRKCB	unknown	PA2G4	P05771	Q9UQ80	1	1
PRKCB	unknown	PA2G4	P05771	Q9UQ80	1	1
PRKCA	unknown	PA2G4	P17252	Q9UQ80	1	1
PRKCA	1	OCLN	P17252	Q16625	1	1
PRKCB	1	OCLN	P05771	Q16625	1	1
RPS6KA3	-1	HMGN1	P51812	P05114	1	1
PRKCG	1	OCLN	P05129	Q16625	1	1
RPS6KA3	-1	HMGN2	P51812	P05204	1	1
PAK3	1	SYN1	O75914	P17600	1	1
PRKCA	1	DLX3	P17252	O60479	1	1
PTPN22	-1	CD247	Q9Y2R2	P20963	1	1
PRKCD	1	PTPRA	Q05655	P18433	1	1
PPP2R5C	1	ATF1	Q13362	P18846	1	1
PRKCA	unknown	SPAG1	P17252	Q07617	1	1
PRKCH	unknown	ITGB2	P24723	P05107	1	1
PRKCB	-1	BTK	P05771	Q06187	1	1
MAPK3	-1	STMN2	P27361	Q93045	1	1
MTOR	1	RPTOR	P42345	Q8N122	1	1
PRKCD	-1	BDKRB2	Q05655	P30411	1	1
PRKCD	1	PLD2	Q05655	O14939	1	1
MTOR	-1	EIF4EBP1	P42345	Q13541	1	1
PTPN12	-1	GIT2	Q05209	Q14161	1	1
PTK2B	-1	NOS3	Q14289	P29474	1	1
BID	1	BAX	P55957	Q07812	1	1
PDGFRB	1	FYN	P09619	P06241	1	1
MAPK3	-1	TCF3	P27361	P15923	1	1
PDGFRB	1	PDGFRB	P09619	P09619	1	1
IKBKB	1	DOK1	O14920	Q99704	1	1
PRKCD	unknown	ITGB2	Q05655	P05107	1	1
PRKCA	unknown	ITGB2	P17252	P05107	1	1
CAMK2A	1	CD44	Q9UQM7	P16070	1	1
PTPN22	-1	ZAP70	Q9Y2R2	P43403	1	1
HSP90AA1	1	PPP5C	P07900	P53041	1	1
SGK1	-1	MAPT	O00141	P10636	1	1
AKT2	-1	HSPB1	P31751	P04792	1	1
OTUB1	-1	UBE2N	Q96FW1	P61088	1	1
RAF265	-1	KDR	CID:11656518	P35968	0	1
Raltitrexed	-1	TYMS	CID:104758	P04818	0	1
GDC-0941	-1	PIK3CA	CID:17755052	P42336	0	1
Flavopiridol	-1	CDK5	CID:5287969	Q00535	0	1
Regorafenib	-1	KDR	CID:11167602	P35968	0	1
PRKCH	unknown	ITGB2	P24723	P05107	1	1
PRKCD	unknown	ITGB2	Q05655	P05107	1	1
FGFR1	1	PDK1	P11362	Q15118	1	1
IKBKB	1	DOK1	O14920	Q99704	1	1
IKBKB	1	DOK1	O14920	Q99704	1	1
PRKCB	unknown	ITGB2	P05771	P05107	1	1
SIRT1	-1	FOXL2	Q96EB6	P58012	1	1
Flavopiridol	-1	CDK9	CID:5287969	P50750	0	1
GDC-0941	-1	PIK3CB	CID:17755052	P42338	0	1
GDC-0941	-1	PIK3CD	CID:17755052	O00329	0	1
PRKCD	1	ADRA2A	Q05655	P08913	1	1
GSK1059615	-1	PIK3CB	CID:23582824	P42338	0	1
GSK1070916	-1	AURKC	CID:46885626	Q9UQB9	0	1
Trametinib	-1	MAP2K1	CID:11707110	Q02750	0	1
Trametinib	-1	MAP2K2	CID:11707110	P36507	0	1
GSK1838705A	-1	IGF1R	CID:25182616	P08069	0	1
GSK1838705A	-1	INSR	CID:25182616	P06213	0	1
GSK1904529A	-1	IGF1R	CID:25124816	P08069	0	1
GSK1904529A	-1	INSR	CID:25124816	P06213	0	1
GSK2126458	-1	PIK3CB	CID:25167777	P42338	0	1
GSK256066	-1	PDE4B	CID:9827968	Q07343	0	1
GSK461364	-1	PLK1	CID:15983966	P53350	0	1
URB597	-1	FAAH	CID:1383884	O00519	0	1
452342-67-5	-1	TGFBR1	CID:10202642	P36897	0	1
GW 791343 HYDROCHLORIDE	-1	P2RX7	CID:9848159	Q99572	0	1
Vandetanib	-1	KDR	CID:3081361	P35968	0	1
hexestrol	-1	AKR1C2	CID:3606	P52895	0	1
roscovitine	-1	CCNA2	CID:160355	P20248	0	1
Varespladib	-1	PLA2G1B	CID:155815	P04054	0	1
AKT3	-1	HSPB1	Q9Y243	P04792	1	1
FGFR1	1	PDK1	P11362	Q15118	1	1
PRKACA	1	NFKB1	P17612	P19838	1	1
PRKCE	1	SLC4A3	Q02156	P48751	1	1
AURKB	-1	TP53	Q96GD4	P04637	1	1
roscovitine	-1	CCNB1	CID:160355	P14635	0	1
PRKG1	-1	HSPB1	Q13976	P04792	1	1
SH3KBP1	1	CBL	Q96B97	P22681	1	1
288150-92-5	-1	HCRTR1	CID:4331799	O43613	0	1
roscovitine	-1	CCNE1	CID:160355	P24864	0	1
roscovitine	-1	CDK1	CID:160355	P06493	0	1
PLAG1	1	Apoptosis	Q6DJT9	SIGNOR-PH2	1	0
PPP2CA	-1	ELF1	P67775	P32519	1	1
PPP2CA	1	MDM2	P67775	Q00987	1	1
PPP2CA	-1	PRKCD	P67775	Q05655	1	1
MAPK3	1	RUNX2	P27361	Q13950	1	1
PRKCA	1	TRPM4	P17252	Q8TD43	1	1
PPP2CA	-1	PRKCD	P67775	Q05655	1	1
PRKCA	unknown	VCL	P17252	P18206	1	1
PRKG1	-1	HSPB1	Q13976	P04792	1	1
SGK2	-1	FOXO3	Q9HBY8	O43524	1	1
SGK2	-1	FOXO3	Q9HBY8	O43524	1	1
SENP1	1	HIF1A	Q9P0U3	Q16665	1	1
MYC	-1	SMAD2	P01106	Q15796	1	1
SGK1	-1	FOXO3	O00141	O43524	1	1
RPS6KA4	unknown	HIST3H3	O75676	Q16695	1	1
PRKCE	1	TRPV1	Q02156	Q8NER1	1	1
ERK1/2	1	RUNX1	SIGNOR-PF1	Q01196	0	1
PRKCE	1	TRPV1	Q02156	Q8NER1	1	1
RPS6KA5	1	ATF1	O75582	P18846	1	1
EGFR	1	PTK2	P00533	Q05397	1	1
AKT2	-1	AKT1S1	P31751	Q96B36	1	1
KNL1	1	BUB1B	Q8NG31	O60566	1	1
GNG3	1	PIK3CA	P63215	P42336	1	1
NOTCH1	1	CD44	P46531	P16070	1	1
NOTCH1	1	IL2RA	P46531	P01589	1	1
IL4R	1	JAK1	P24394	P23458	1	1
SRC	1	IGF1R	P12931	P08069	1	1
SRC	1	IGF1R	P12931	P08069	1	1
PRKCA	1	SDC4	P17252	P31431	1	1
RPS6KA4	1	ATF1	O75676	P18846	1	1
PRKAA2	1	PFKFB2	P54646	O60825	1	1
FLT1	1	FLT1	P17948	P17948	1	1
KLF4	-1	SRF	O43474	P11831	1	1
TRAM-34	1	KCNN4	CID:656734	O15554	0	1
ANGPT1	1	MYOG	Q15389	P15173	1	1
PRKCA	-1	SHC1	P17252	P29353	1	1
PTK6	1	PTK6	Q13882	Q13882	1	1
RPS6KA1	1	ETV1	Q15418	P50549	1	1
PRKDC	1	PRKDC	P78527	P78527	1	1
PRKCD	1	NFE2L2	Q05655	Q16236	1	1
SGK3	-1	GSK3B	Q96BR1	P49841	1	1
SIK1	-1	CRTC2	P57059	Q53ET0	1	1
SIK1	-1	CRTC2	P57059	Q53ET0	1	1
PRKDC	1	PRKDC	P78527	P78527	1	1
AKT1	1	CHUK	P31749	O15111	1	1
MET	1	GAB1	P08581	Q13480	1	1
MET	1	GAB1	P08581	Q13480	1	1
Tosedostat	-1	LAP3	CID:15547703	P28838	0	1
PRKCA	-1	NFATC1	P17252	O95644	1	1
PDPK1	-1	AHCYL1	O15530	O43865	1	1
CSNK1A1	1	AXIN1	P48729	O15169	1	1
MET	1	GAB1	P08581	Q13480	1	1
RPS6KA1	1	ETV1	Q15418	P50549	1	1
SIK3	-1	CRTC2	Q9Y2K2	Q53ET0	1	1
CSNK1A1	1	AXIN1	P48729	O15169	1	1
SIK3	-1	CRTC2	Q9Y2K2	Q53ET0	1	1
ROCK2	-1	PPP1R12A	O75116	O14974	1	1
PRKCB	-1	STXBP1	P05771	P61764	1	1
PLK1	unknown	CHEK2	P53350	O96017	1	1
PRKCQ	1	WIPF1	Q04759	O43516	1	1
PRKCA	unknown	STXBP1	P17252	P61764	1	1
PRKCD	1	IL6ST	Q05655	P40189	1	1
PRKCA	unknown	SNAP25	P17252	P60880	1	1
CDK5	unknown	PPP1R1A	Q00535	Q13522	1	1
PRKCA	unknown	SNAP25	P17252	P60880	1	1
PRKCQ	1	CARD11	Q04759	Q9BXL7	1	1
CSNK1A1	1	AXIN1	P48729	O15169	1	1
PRKCB	unknown	STXBP1	P05771	P61764	1	1
PRKCG	unknown	STXBP1	P05129	P61764	1	1
PRKCG	-1	STXBP1	P05129	P61764	1	1
NME2	1	NME2	P22392	P22392	1	1
GOPC	1	BECN1	Q9HD26	Q14457	1	1
NME1	unknown	NME1	P15531	P15531	1	1
NME1	unknown	NME1	P15531	P15531	1	1
PRKCG	1	PEBP1	P05129	P30086	1	1
PRKCA	1	KCNQ2	P17252	O43526	1	1
NEK6	1	SGK1	Q9HC98	O00141	1	1
PRKG2	unknown	LASP1	Q13237	Q14847	1	1
PRKCG	1	TOP2A	P05129	P11388	1	1
PRKCB	1	TOP2A	P05771	P11388	1	1
NEK6	1	SGK1	Q9HC98	O00141	1	1
PRKACA	1	LIPE	P17612	Q05469	1	1
MAPK1	1	RCAN1	P28482	P53805	1	1
GNGT1	1	PIK3CA	P63211	P42336	1	1
PRKCA	unknown	SNAP23	P17252	O00161	1	1
PRKACA	1	LIPE	P17612	Q05469	1	1
PLK1	unknown	BRCA2	P53350	P51587	1	1
RPS6KA5	unknown	HIST3H3	O75582	Q16695	1	1
PRKACA	1	LIPE	P17612	Q05469	1	1
RPS6KA5	unknown	HIST3H3	O75582	Q16695	1	1
RPS6KA3	unknown	HMGN1	P51812	P05114	1	1
RPS6KA4	unknown	HMGN1	O75676	P05114	1	1
PLK1	unknown	BRCA2	P53350	P51587	1	1
NTRK2	1	NTRK2	Q16620	Q16620	1	1
PRKCQ	1	PRKCQ	Q04759	Q04759	1	1
PRKCD	-1	YWHAZ	Q05655	P63104	1	1
PRKCA	unknown	SNAP23	P17252	O00161	1	1
PRKCA	1	PSEN1	P17252	P49768	1	1
PRKCE	1	TRPV1	Q02156	Q8NER1	1	1
PRKCE	1	TRPV1	Q02156	Q8NER1	1	1
PRKCB	1	PSEN1	P05771	P49768	1	1
PRKCE	1	TRPV1	Q02156	Q8NER1	1	1
PRKCE	1	TRPV1	Q02156	Q8NER1	1	1
PRKCE	1	TRPV1	Q02156	Q8NER1	1	1
PRKCG	1	PSEN1	P05129	P49768	1	1
PRKCZ	1	PSEN1	Q05513	P49768	1	1
PRKAA2	-1	ACACB	P54646	O00763	1	1
PRKCB	1	EIF6	P05771	P56537	1	1
PRKCE	1	TRPV1	Q02156	Q8NER1	1	1
LMO2	1	ANGPT2	P25791	O15123	1	1
BCR/ABL fusion	-1	GRB2	A9UF07	P62993	0	1
GSK3A	1	MAF	P49840	O75444	1	1
ERBB3	1	GRB2	P21860	P62993	1	1
CUDC-907	-1	HDAC10	CID:54575456	Q969S8	0	1
SEMA3F	1	NRP2	Q13275	O60462	1	1
ZSTK474	-1	PIK3CD	CID:11647372	O00329	0	1
TEK	1	SHC1	Q02763	P29353	1	1
PRKCE	unknown	PPP1R14A	Q02156	Q96A00	1	1
PRKCA	unknown	PPP1R14A	P17252	Q96A00	1	1
EIF2AK3	1	EIF2AK3	Q9NZJ5	Q9NZJ5	1	1
GSK3A	1	MAFA	P49840	Q8NHW3	1	1
GSK3A	1	MAFA	P49840	Q8NHW3	1	1
SRC	1	IGF1R	P12931	P08069	1	1
BCR/ABL fusion	-1	GRB2	A9UF07	P62993	0	1
PRKCD	1	CHAT	Q05655	P28329	1	1
LYL1	1	ANGPT2	P12980	O15123	1	1
TAL1	1	ANGPT2	P17542	O15123	1	1
FNTA	1	HRAS	P49354	P01112	1	1
PRKCD	1	CHAT	Q05655	P28329	1	1
PRKD1	unknown	HDAC7	Q15139	Q8WUI4	1	1
PRKD1	-1	HDAC5	Q15139	Q9UQL6	1	1
PRKCZ	unknown	WWC1	Q05513	Q8IX03	1	1
PRKCA	-1	HDAC5	P17252	Q9UQL6	1	1
PRKCE	-1	GAD1	Q02156	Q99259	1	1
PRKCD	-1	IRS1	Q05655	P35568	1	1
PRKCZ	unknown	PPP1R14A	Q05513	Q96A00	1	1
PRKD1	unknown	PPP1R14A	Q15139	Q96A00	1	1
PRKCZ	unknown	WWC1	Q05513	Q8IX03	1	1
PRKD1	unknown	HDAC7	Q15139	Q8WUI4	1	1
PRKCA	-1	HDAC5	P17252	Q9UQL6	1	1
PRKCQ	1	GRM5	Q04759	P41594	1	1
PCM1	1	NIN	Q15154	Q8N4C6	1	1
PRKCE	1	GRM5	Q02156	P41594	1	1
PRKCD	1	GRM5	Q05655	P41594	1	1
PRKCG	1	GRM5	P05129	P41594	1	1
PRKCE	1	GRM5	Q02156	P41594	1	1
PRKACA	unknown	CAD	P17612	P27708	1	1
PRKCA	1	GRM5	P17252	P41594	1	1
PRKCB	1	GRM5	P05771	P41594	1	1
PRKCB	1	GRM5	P05771	P41594	1	1
PKN1	unknown	CDC25C	Q16512	P30307	1	1
PRKACA	-1	APC	P17612	P25054	1	1
PRKCZ	1	GRM5	Q05513	P41594	1	1
PRKCG	1	GRM5	P05129	P41594	1	1
PRKACA	1	ATF1	P17612	P18846	1	1
PRKCQ	1	GRM5	Q04759	P41594	1	1
PRKCD	1	GRM5	Q05655	P41594	1	1
MAPKAPK2	unknown	EEF2K	P49137	O00418	1	1
CDK5	-1	MAPT	Q00535	P10636	1	1
BTK	1	DAPP1	Q06187	Q9UN19	1	1
CDK5	-1	MAPT	Q00535	P10636	1	1
PRKACA	unknown	CCND1	P17612	P24385	1	1
PRKACA	-1	GFAP	P17612	P14136	1	1
PKN1	unknown	MARCKS	Q16512	P29966	1	1
PRKACA	-1	CAD	P17612	P27708	1	1
PRKACA	unknown	CCND1	P17612	P24385	1	1
MAPKAPK3	unknown	EEF2K	Q16644	O00418	1	1
PRKCZ	1	GRM5	Q05513	P41594	1	1
RPS6KA5	unknown	NR4A1	O75582	P22736	1	1
CDK5	-1	MAPT	Q00535	P10636	1	1
PIK3R3	1	PIK3CA	Q92569	P42336	1	1
ROCK1	1	MYLK	Q13464	Q15746	1	1
CDK5	-1	MAPT	Q00535	P10636	1	1
CEBPG	1	LTF	P53567	P02788	1	1
CDK5	-1	MAPT	Q00535	P10636	1	1
CDK5	-1	MAPT	Q00535	P10636	1	1
CDK5	-1	MAPT	Q00535	P10636	1	1
PRKACA	1	CUL5	P17612	Q93034	1	1
CDK5	-1	MAPT	Q00535	P10636	1	1
CDK5	-1	MAPT	Q00535	P10636	1	1
PRKACA	-1	GFAP	P17612	P14136	1	1
PDGFRA	1	PDGFRA	P16234	P16234	1	1
PRKACA	-1	GFAP	P17612	P14136	1	1
PRKACA	1	CACNB2	P17612	Q08289	1	1
CDK5	-1	MAPT	Q00535	P10636	1	1
CSNK1D	1	GJA1	P48730	P17302	1	1
CDK5	-1	PAK1	Q00535	Q13153	1	1
FYN	1	PLCG2	P06241	P16885	1	1
CDK5	-1	MAPT	Q00535	P10636	1	1
GSK3B	-1	MAPT	P49841	P10636	1	1
FYN	1	TXK	P06241	P42681	1	1
GSK3B	-1	MAPT	P49841	P10636	1	1
CSNK2A1	-1	NFKBIA	P68400	P25963	1	1
CSNK2A1	-1	NFKBIA	P68400	P25963	1	1
FYN	1	PLCG2	P06241	P16885	1	1
SRC	unknown	AFAP1	P12931	Q8N556	1	1
CSNK1D	1	GJA1	P48730	P17302	1	1
GSK3B	-1	MAPT	P49841	P10636	1	1
GSK3B	-1	MAPT	P49841	P10636	1	1
NfKb-p65/p50	1	Inflammation	SIGNOR-C13	SIGNOR-PH12	0	0
GSK3B	-1	MAPT	P49841	P10636	1	1
IKBKE	-1	NFKBIA	Q14164	P25963	1	1
PDPK1	1	SGK2	O15530	Q9HBY8	1	1
GSK3B	-1	MAPT	P49841	P10636	1	1
IKBKB	-1	NFKBIA	O14920	P25963	1	1
PIM1	-1	BAD	P11309	Q92934	1	1
GSK3B	1	RCAN1	P49841	P53805	1	1
GSK3B	-1	MAPT	P49841	P10636	1	1
GSK3B	-1	MAPT	P49841	P10636	1	1
GSK3B	-1	MAPT	P49841	P10636	1	1
MAP3K9	1	MAP3K9	P80192	P80192	1	1
ITCH	-1	CFLAR	Q96J02	O15519	1	1
INSR	1	PTPN1	P06213	P18031	1	1
PIM2	-1	BAD	Q9P1W9	Q92934	1	1
LYN	1	PLCG1	P07948	P19174	1	1
INSR	1	PTPN1	P06213	P18031	1	1
PIM3	-1	BAD	Q86V86	Q92934	1	1
MAPK1	unknown	GORASP2	P28482	Q9H8Y8	1	1
MAPK1	1	IRS1	P28482	P35568	1	1
MAPK1	1	GAB1	P28482	Q13480	1	1
PRKAA1	-1	ACACA	Q13131	Q13085	1	1
PIM2	-1	BAD	Q9P1W9	Q92934	1	1
PIM3	-1	BAD	Q86V86	Q92934	1	1
LCK	-1	NFKBIA	P06239	P25963	1	1
LCK	1	DAPP1	P06239	Q9UN19	1	1
LYN	1	DAPP1	P07948	Q9UN19	1	1
LYN	1	FCGR2B	P07948	P31994	1	1
MAP2K2	-1	CASP9	P36507	P55211	1	1
MAP3K8	1	MAP3K14	P41279	Q99558	1	1
NEDD4L	-1	SMAD2	Q96PU5	Q15796	1	1
NEDD4L	-1	SMAD3	Q96PU5	P84022	1	1
WNT10B	1	CTNNB1	O00744	P35222	1	1
IL13	1	IL4R	P35225	P24394	1	1
IL4R	1	JAK1	P24394	P23458	1	1
metformin	-1	CRTC2	CID:4091	Q53ET0	0	1
MAP2K1	-1	CASP9	Q02750	P55211	1	1
LYN	1	PLCG1	P07948	P19174	1	1
LYN	1	PLCG2	P07948	P16885	1	1
ERK1/2	1	RAF1	SIGNOR-PF1	P04049	0	1
MAPK1	1	GAB1	P28482	Q13480	1	1
MAPK1	1	MAFA	P28482	Q8NHW3	1	1
MAPK1	1	MAFA	P28482	Q8NHW3	1	1
CDK1	1	RPS3	P06493	P23396	1	1
MAPK3	1	IRS1	P27361	P35568	1	1
MAPK1	1	IRS1	P28482	P35568	1	1
MAPK1	-1	GJA1	P28482	P17302	1	1
MAPK1	1	GAB1	P28482	Q13480	1	1
MAPK1	-1	GJA1	P28482	P17302	1	1
MAPK1	-1	GJA1	P28482	P17302	1	1
MAPK3	unknown	GRB10	P27361	Q13322	1	1
MAPK1	1	GAB1	P28482	Q13480	1	1
MAPK1	1	LIPE	P28482	Q05469	1	1
MAPK1	1	MAPK1	P28482	P28482	1	1
MAPK1	1	MAPK1	P28482	P28482	1	1
MAPK1	1	LCK	P28482	P06239	1	1
PRKACA	1	EEF2K	P17612	O00418	1	1
SIX4	1	UBA52	Q9UIU6	P62987	1	1
915019-65-7	-1	PIK3CG	CID:11977753	P48736	0	1
MAPK1	-1	RAF1	P28482	P04049	1	1
RBPJ	1	HES1	Q06330	Q14469	1	1
MAPK1	1	NR4A1	P28482	P22736	1	1
MAPK1	-1	RAF1	P28482	P04049	1	1
MAPK1	-1	SCNN1G	P28482	P51170	1	1
RPS6KB1	-1	HSPB1	P23443	P04792	1	1
PRKG2	-1	HSPB1	Q13237	P04792	1	1
FYN	-1	CHN2	P06241	P52757	1	1
MAPK1	1	NDE1	P28482	Q9NXR1	1	1
ERK1/2	-1	TSC2	SIGNOR-PF1	P49815	0	1
MAPK1	1	NEFH	P28482	P12036	1	1
CORT	1	MRGPRX2	O00230	Q96LB1	1	1
PKN1	1	MAP3K20	Q16512	Q9NYL2	1	0
MAPK1	1	NDE1	P28482	Q9NXR1	1	1
CBL	-1	PIK3R1	P22681	P27986	1	1
PRKCB	unknown	MARCKS	P05771	P29966	1	1
MAPK3	1	GAB1	P27361	Q13480	1	1
MAPK1	unknown	MBP	P28482	P02686	1	1
MAPK1	unknown	MYB	P28482	P10242	1	1
MAPK1	-1	MAPT	P28482	P10636	1	1
MAPK1	-1	TCF3	P28482	P15923	1	1
DIABLO	-1	BIRC5	Q9NR28	O15392	1	1
MAPK1	1	PPARA	P28482	Q07869	1	1
MAPK1	-1	TNFRSF1A	P28482	P19438	1	1
MAPK1	1	PTPRR	P28482	Q15256	1	1
MAPK1	1	NEFH	P28482	P12036	1	1
EGFR	1	PTK2	P00533	Q05397	1	1
MAPK3	-1	SCNN1G	P27361	P51170	1	1
RPS6KB1	-1	HSPB1	P23443	P04792	1	1
MAPK1	1	NEFH	P28482	P12036	1	1
RPS6KB1	-1	HSPB1	P23443	P04792	1	1
MAPK3	1	STAT3	P27361	P40763	1	1
RAP1GDS1	1	RAC2	P52306	P15153	1	1
RAP1GDS1	1	RAP1A	P52306	P62834	1	1
RAP1GDS1	1	CDC42	P52306	P60953	1	1
RAP1GDS1	1	KRAS	P52306	P01116	1	1
PRKACA	1	ABCA1	P17612	O95477	1	1
RAP1GDS1	1	RAC1	P52306	P63000	1	1
PRKCA	unknown	KRT18	P17252	P05783	1	1
RAC1	1	MAPK9	P63000	P45984	1	1
PRKACA	1	ABCA1	P17612	O95477	1	1
PRKCA	unknown	INSR	P17252	P06213	1	1
PRKCA	unknown	LMNA	P17252	P02545	1	1
PRKACA	1	CFTR	P17612	P13569	1	1
PRKACA	1	CFTR	P17612	P13569	1	1
PRKCD	unknown	EEF1A1	Q05655	P68104	1	1
PRKACA	1	SNAPIN	P17612	O95295	1	1
PRKACA	unknown	MBP	P17612	P02686	1	1
PRKACA	-1	GP1BB	P17612	P13224	1	1
GSK3B	1	SPAG5	P49841	Q96R06	1	1
PRKACA	1	ACLY	P17612	P53396	1	1
GSK3A	1	MAFB	P49840	Q9Y5Q3	1	1
AKT2	-1	CDKN1A	P31751	P38936	1	1
MAP3K8	1	MEK1/2	P41279	SIGNOR-PF25	1	0
MAP3K8	1	MEK1/2	P41279	SIGNOR-PF25	1	0
MAPK8	-1	ELK3	P45983	P41970	1	1
MAPK8	1	BMF	P45983	Q96LC9	1	1
BMPR1A	1	SMAD1	P36894	Q15797	1	1
PRKACA	1	TPH1	P17612	P17752	1	1
TGFBR2	-1	TGFBR2	P37173	P37173	1	1
BMPR1A	1	SMAD1	P36894	Q15797	1	1
SRC	1	ABL1	P12931	P00519	1	1
PRKACA	unknown	SNAP25	P17612	P60880	1	1
PRKCA	-1	GJA1	P17252	P17302	1	1
PRKACA	1	CFTR	P17612	P13569	1	1
PRKACA	1	CFTR	P17612	P13569	1	1
RPS6KA3	-1	HMGN1	P51812	P05114	1	1
PRKACA	unknown	GYS1	P17612	P13807	1	1
PRKCA	unknown	GRIA4	P17252	P48058	1	1
PRKCD	1	PTPRA	Q05655	P18433	1	1
RAGAC	1	mTORC1	SIGNOR-C113	SIGNOR-C3	0	0
IKK-complex	-1	NfKb-p65/p50	SIGNOR-C14	SIGNOR-C13	0	0
PTK2B	unknown	SNCA	Q14289	P37840	1	1
14-3-3	-1	RASSF1	SIGNOR-PF7	Q9NS23	0	1
MARK1	-1	MAPT	Q9P0L2	P10636	1	1
NfKb-p65/p50	1	SOCS3	SIGNOR-C13	O14543	0	1
PPY	1	NPY4R	P01298	P50391	1	1
MAPK10	-1	HNRNPK	P53779	P61978	1	1
CDK1	-1	ECT2	P06493	Q9H8V3	1	1
MAPK10	1	HNRNPK	P53779	P61978	1	1
PLK1	1	TOP2A	P53350	P11388	1	1
MAPKAPK2	unknown	LSP1	P49137	P33241	1	1
CSNK1D	-1	YAP1	P48730	P46937	1	1
MAPK10	-1	BCL2L11	P53779	O43521	1	1
LRRK2	-1	ARFGAP1	Q5S007	Q8N6T3	1	1
SDHAF2	1	SDHB	Q9NX18	P21912	1	1
NR0B2	-1	NR1H2	Q15466	P55055	1	1
NR0B2	-1	NR1H3	Q15466	Q13133	1	1
CDH1	1	LRP6	P12830	O75581	1	1
NfKb-p65/p50	1	M1 polarization	SIGNOR-C13	SIGNOR-PH54	0	0
FCGR2B	-1	TLR4	P31994	O00206	1	1
IL4R	1	JAK2	P24394	O60674	1	1
JAK2	1	STAT6	O60674	P42226	1	1
STAT6	1	KDM6B	P42226	O15054	1	1
STAT6	1	M2 polarization	P42226	SIGNOR-PH55	1	0
STAT6	1	KLF4	P42226	O43474	1	1
ASH2L	form complex	MLL/SET subcomplex	Q9UBL3	SIGNOR-C87	1	0
SEPT7	form complex	SEPT6/SEPT7	Q16181	SIGNOR-C72	1	0
SRC	unknown	AFAP1	P12931	Q8N556	1	1
U2AF2	form complex	ZRSR2/U2AF2	P26368	SIGNOR-C81	1	0
ZRSR2	form complex	ZRSR2/U2AF2	Q15696	SIGNOR-C81	1	0
THRA	1	RARB	P10827	P10826	1	1
SEPT2	form complex	SEPT6/SEPT2	Q15019	SIGNOR-C71	1	0
SEPT6	form complex	SEPT6/SEPT2	Q14141	SIGNOR-C71	1	0
SEPT6	form complex	SEPT6/SEPT7	Q14141	SIGNOR-C72	1	0
LAMTOR1	form complex	LAMTOR	Q6IAA8	SIGNOR-C26	1	0
LAMTOR2	form complex	LAMTOR	Q9Y2Q5	SIGNOR-C26	1	0
LAMTOR3	form complex	LAMTOR	Q9UHA4	SIGNOR-C26	1	0
LAMTOR4	form complex	LAMTOR	Q0VGL1	SIGNOR-C26	1	0
LAMTOR5	form complex	LAMTOR	O43504	SIGNOR-C26	1	0
DPY30	form complex	MLL/SET subcomplex	Q9C005	SIGNOR-C87	1	0
RBBP5	form complex	MLL/SET subcomplex	Q15291	SIGNOR-C87	1	0
WDR5	form complex	MLL/SET subcomplex	P61964	SIGNOR-C87	1	0
PSEN1	form complex	g-secretase	P49768	SIGNOR-C98	1	0
PSENEN	form complex	g-secretase	Q9NZ42	SIGNOR-C98	1	0
TGFB2	1	TGFBR1	P61812	P36897	1	1
LRRK2	-1	ARFGAP1	Q5S007	Q8N6T3	1	1
PARD6A	1	RAC1	Q9NPB6	P63000	1	1
MAP2K3	1	MAPK12	P46734	P53778	1	1
MBTPS1	1	CREB3L2	Q14703	Q70SY1	1	1
SHC1	1	GRB2	P29353	P62993	1	1
MAPK14	1	DUSP1	Q16539	P28562	1	1
NOTCH1	1	NOTCH1	P46531	P46531	1	1
POU3F2	1	MITF	P20265	O75030	1	1
SMARCB1	-1	CCNA2	Q12824	P20248	1	1
SMARCB1	-1	CDC6	Q12824	Q99741	1	1
SMARCB1	-1	E2F1	Q12824	Q01094	1	1
PIK3CA	1	AKT1	P42336	P31749	1	1
SET	-1	NME1	Q01105	P15531	1	1
GSK3B	1	MAF	P49841	O75444	1	1
